,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,Unnamed: 53,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,SoCal,Year
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000
1,3.409175517419526,-0.16060570862908802,,,,,,,,,-0.2534003114514553,-0.34776358090742676,,-0.08215990672049489,,,0.056691827443115045,,,,,,-1.5512881282931505,,0.5495570810735483,,,4.800232638525891,1.0037529580791775,-0.1678452782278277,-0.2129408944284847,0.36970062850295915,,0.33090300550932356,1.366050181752995,,2.182617734645484,,,-0.3593873570354068,-0.525818564892106,-0.38322163581063595,0.15242759821775634,0.28856937445582354,,,,,0.28411812459558033,,,,3.231854273703877,0.8759111178664467,-0.08614127912373526,,,-0.3906653331630535,-3.257299270072993,2001
2,-0.7013033548070803,-1.4951231178976188,,,,,,,-0.9183820550877114,,-0.3150987887181405,-1.2274273213414786,,-2.604379519364038,,,-0.04883622326047283,,2.5327182813832585,,,,-0.3956568829303952,,-2.842842973640879,,,-1.030401715466122,-0.8493121464472281,-1.0680015047579954,-0.23716654980538218,-0.4894421776248225,,-0.4972075073986891,-0.2810173088814492,,-0.2740395685524161,,,-0.2792423466224967,-0.04637849450537374,-1.2589162761221333,-0.2189386462176983,-0.45077449317252805,,,,,,,,,4.668717463322291,-0.5202445719301476,-0.08567603748326641,,,-0.43463043473812096,-0.7716049382716048,2002
3,-2.9853821425015243,-0.7095238877735113,,,,,,,2.2506117361409927,,1.4808508489645953,-1.8035923820146682,,-20.580636967588866,,,1.1494723247244625,,0.1820219307101942,,,,0.3599365752647655,,-2.413215909672615,,,-1.6297959946254086,-1.7698581908482796,-0.1483810655053825,-0.9541849594947772,-2.148928606937595,-0.4493523907429235,-0.2813898438562603,87.78458214045014,,0.15581574429259593,,,4.397318470180201,0.6988843573683551,0.29852072015755404,1.205471380909005,0.3783934667814305,,,11.50671818557341,,,,,,-0.671849298500242,-2.9732387908403015,-0.7896546783206763,,,-1.4059050892837377,-0.05180180180180181,2003
4,0.4532918392228801,0.3082176361291327,,9.761071560764632,,,,,-3.7103809218937873,,-1.156643719669534,-2.223159246492676,,-1.965496769761384,,,-0.22923777736449596,5.259986538461537,-0.4359381747430486,,,,-0.7495267161338702,,0.4346725521933512,,,0.5926869457384826,21.105181697694956,-1.0859635714303781,1.0426551908476647,0.4381194497497499,inf,,-0.3204813448683151,,-0.8709417830209857,,,0.5699351172941158,-0.03691007270575878,-0.16535033422298948,-0.9465377121027068,,,,-0.9991060524099815,-0.8594465077990076,0.45785089428863024,,,,0.8106380258278993,0.6815311041058856,-0.908235294117647,,,0.7207215033956365,0.4500669344042838,2004
5,2.2043204238217013,3.1764111722221986,0.02593083046573655,1.9248406884068439,,,,,1.292787800707658,,1.2073626858581465,,,1.187291434322378,,,1.094090706840503,0.333822091886608,0.593591413568826,,,,0.5843486115528022,,-1.6033896649807935,,,2.605630456652208,0.2175154185516358,0.2737009972365733,1.9313733885340305,0.3173970502862655,0.498114538305926,,0.23508278729237259,,0.5372475575325707,,,-0.9715676846694544,0.7787643470678294,0.5999355183848593,0.5446036242978913,,,,1.6228410284861992,0.9029818030342082,6.626306970945226,,,,0.4406815021630953,0.9338995108409994,0.62,,,1.976084335923716,inf,2005
6,0.0960688712363401,0.006931022085196406,-0.04752879551949566,-0.2917249786049864,,,,,-0.041733934506382776,,-0.09068085135090079,,,8.399130424528435,,,-0.17775879037002,0.8019699326075687,0.3749255949348627,,,,-0.1859904816645626,,-0.02833788597113445,,,0.10105265711074693,-0.16363259293689283,-0.1302286165459355,0.005859358571469258,-0.17909515433116432,-0.06614378361387167,,0.09091852014493489,,0.5458711251034809,,,-0.10691054733436602,-0.016489368641590764,-0.1436725058692091,-0.024096161881238663,,,,-0.13347135813128716,-0.23053838179199163,-0.01917920304282715,,,,-0.056452680392276654,0.2503380976891956,-0.07756144270667092,,,0.06522344564249201,0.16828478964401292,2006
7,2.2796542018496218,-0.18885474367749083,0.7163276342433895,-0.31031944501562586,,-0.4354018450576869,,,1.3742279292119646,-8.416666666666632,0.7246113215814479,,-0.3122146189690338,-1.2109634776137437,,,-0.21557086940318243,14.918604651162852,-4.733586949624149,,0.0,,0.9226708792646364,,-0.8844927353009365,,,5.280196563789738,-7.377252861293919,1.0814590432916822,-1.9783725028355588,-125.82697963681358,0.2658666485859973,,0.5941992816775048,,-2.1057307400632146,,,-0.5520507442633934,-0.13208205194642705,-3.418458861655876,0.0,,4.9877831699384085,,-0.8023548060596191,-0.9747546710762599,0.4801599425690093,,5.216698889816401,,0.6660509031198684,-2.128333545516095,-0.1089655172413793,,,-7.806741046259851,-2.0170454545454546,2007
8,1.5856625699810052,1.2424994625265229,-0.49964726119602265,0.38730299567833554,,0.7775771024300835,,,3.355031897528753,-1.7964750785810508,-2.4243674102854973,,0.6801179856883369,5.650896490753491,,,-1.6767578902058813,-0.13998309382924762,1.009002418954568,,-inf,0.8563123181763028,0.9747549208766401,,0.989241870214384,,,1.122541219035469,0.5614206249551467,0.5897039006961751,0.9173599785654026,1.1275452326790716,-1.5846948321978593,,0.5644607036994249,9.019404332129934,0.9403966911549416,5.863690116108889,7.125319885593846,0.2584338019705554,10.839854428283099,0.9548507252542505,-0.40739506110925916,,0.4182819838245533,4.557408160919545,0.9341362013852037,4.7214796529100544,7.6631000609568565,,0.26082759353617513,,2.685002165610112,1.580789953709852,1.5722399716009938,,,1.091307861199205,1.0384615384615385,2008
9,-0.24595539944559058,-0.2990803974972122,0.5562143422865014,-0.1405355395676371,,-0.6461472403618009,,,0.08307077590596035,-0.022123916398361823,0.2979883674093593,,0.09971011694973045,0.1527813632988345,,0.12273588404552097,0.9743083924560338,-1.562813780368169,-0.2982477896433645,,-1.181024792201883,0.04419384067859519,0.375216869535272,,-1.5057889609021293,,,0.1168414577915947,-0.5018041431829056,0.11499473930324995,0.22325345924435921,-0.24720773840181576,12.695889217823009,,0.3053491555906011,-0.5234363936747698,-0.7517185133260393,-0.2563322839774208,-0.3510857794243375,2.537593789832968,0.16956146353985604,-0.02275567369457046,-0.46471625160671376,,0.2894233566951133,-2.272294887039239,0.0172362573331768,0.5604958027011799,-1.1921007045046457,,-0.4909279419388293,,-0.3994200233933864,-0.11585528642716385,-0.31473988439306355,,,0.17402612764902525,-0.15012106537530268,2009
