,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,Unnamed: 53,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,SoCal,Year
11,4922.487223168654,14112.963083959488,1562.857142857143,3742.9378531073444,,9921.983098591549,,3025.9923254029163,3906.8571428571427,1589.4039735099338,3367.7605917955616,,1693.923800098961,1019.8808933002482,,2056.5885206143894,8280.19093078759,3278.688524590164,2499.020807833537,2837.16577540107,3101.090758734752,5681.818181818182,4292.489626556016,,5946.380368098159,5484.242019500467,,3566.5499124343255,3760.4974865015824,5072.407045009784,2589.717741935484,5824.11003236246,12404.940370763963,3992.4281793229643,6321.896551724138,14727.722772277228,5341.923076923077,16718.75,8246.527777777777,3161.063829787234,2008.416220351951,3937.8881987577643,3971.428571428571,3551.53922323688,2574.75935828877,1867.043847241867,3606.214689265537,1721.6483516483515,5179.602649006622,5112.542819499341,2182.534722222222,,3176.21776504298,4697.755306032171,6041.666666666667,3692.5088730519774,,3163.381605953241,4639.3442622950815,2011
12,9602.099737532808,22802.91506491623,2408.8210347752333,4682.376237623763,,17343.863717445594,,6832.242990654206,5970.454545454546,1487.603305785124,3723.651987110634,6714.583333333333,3078.004216444132,1688.7417218543046,,2232.7272727272725,13739.310344827587,2119.205298013245,4529.963235294118,5588.571428571428,3772.0837109198005,13225.190839694656,4624.684491978609,,10137.91304347826,12783.829787234043,,5755.606407322654,8932.876712328767,12525.08591065292,3783.7708830548927,9705.104408352669,21897.504069451978,8653.521126760563,7040.067911714771,35879.62962962963,13775.878220140514,32122.641509433965,18088.737201365188,6141.726618705035,2496.391489361702,5028.976034858388,5669.67095851216,7922.058823529413,3579.653579676675,2961.2756264236905,5777.6,2346.376811594203,7910.4609929078015,10614.728682170542,3695.889423076923,,6376.401869158879,7384.912308801153,11891.891891891892,7825.260094987667,,5150.0172430879,8139.53488372093,2012
13,10915.174129353232,27673.83597258331,3405.7649667405767,4865.263157894737,3164.06171875,19511.940029212128,1373.6236263736264,8127.991160220995,6750.595150624541,5307.262569832403,3994.1000000000004,8003.846153846154,3669.173272933182,1868.7541638907394,,3278.688524590164,16992.819579288025,1900.8181818181818,3061.2087912087914,5428.747686613201,4502.362559241707,11269.859813084113,6360.1579107197085,6900.582456140351,11572.648028020145,13131.584899095338,1016.3265306122449,6882.746204612765,9940.900711640976,15353.191489361703,4870.466846717742,13939.7094017094,28640.74537037037,10870.340594536045,10379.7104806022,41251.356952531336,28755.853899308982,33135.01927394417,21990.224828934504,4111.976847729296,1628.498727735369,7118.1740370898715,8534.928825622776,9531.564206028957,8440.600858369098,1399.4910941475828,5777.353723404255,2977.3333333333335,10265.472324954553,10522.971818958156,6451.612903225807,,8117.9856115107905,8737.695508458097,15142.857142857143,8851.80556971056,,6222.4256292906175,9857.142857142857,2013
14,10278.231292517006,29037.586944665854,3040.264900662252,4789.669421487603,3161.023054755043,19289.360544217685,1345.8755426917508,7100.396452790818,5855.716574013003,3202.477341389728,3705.856450902686,6035.714285714285,4590.37558685446,1789.6703296703297,,2860.347728547392,18966.44018941734,1947.0198675496692,3719.00826446281,3980.569514237856,4739.332701421801,8856.368563685637,7817.857142857143,8540.489130434784,10093.158674952963,10704.098483711154,1813.940261865794,5279.016393442623,9574.583636931404,10599.812558575444,3972.8546731893916,17507.942279721352,32741.817316841105,8970.3437829294,8738.900255754477,47585.30183727034,12343.301925440395,37384.361489470495,16521.681997371878,3982.6530612244896,1258.008153756552,5856.375571911677,9161.791810241204,8233.69420702754,4526.748971193416,2941.176470588235,4128.106666666667,2326.043956043956,8509.143268538517,10089.840865690643,4913.905109489051,,8279.772727272728,7321.692334581164,10640.74,7468.639844882923,,4848.33475223623,8673.469387755102,2014
15,12424.578789767656,36244.221998917834,4878.048780487805,6107.142857142857,3646.1850101282917,21857.510210255634,1594.202898550725,7516.0611431103225,6787.709497206704,5629.032258064516,7209.821428571427,6824.454871653325,7213.5785007072145,2291.2912912912916,,4024.4618395303332,27049.18032786886,1787.284768211921,4768.211920529801,5466.995681677977,8223.140495867769,11749.515816655909,10505.292338709678,7542.087542087542,10598.707745209505,13668.76600456779,2024.234693877551,5586.622687258351,11977.861130871543,15776.545166402535,4510.46755454803,20664.86155996157,44254.25729219356,10878.099173553719,12985.545335085413,57105.33308028088,12292.11746522411,39687.7710320902,21998.125,4670.08006924908,1877.4834437086092,7573.737051792828,9923.063202330697,9129.516813801469,5409.559512652296,3475.2661239824674,5166.542009473946,2767.371601208459,9847.869657100007,14126.510067114094,8279.726651480638,,10578.225806451612,8244.003530574226,14950.0,9513.444108300462,,5234.740805519117,9387.755102040815,2015
16,15955.0,47187.5,4257.8125,14011.904761904761,6127.659574468085,27500.0,2082.959641255605,8355.76923076923,10886.363636363636,3872.549019607843,10535.714285714286,7333.333333333333,12647.058823529413,2282.608695652174,1747.2527472527472,5523.2558139534885,26016.279069767443,2045.045045045045,5228.571428571428,8392.857142857143,2911.845730027548,15531.25,14069.767441860466,15434.782608695652,16555.555555555555,16346.153846153846,1385.5421686746988,7659.574468085107,17496.666666666668,13970.588235294117,5543.478260869565,23666.666666666668,43121.639344262294,14206.521739130434,14333.333333333334,95178.57142857143,22272.727272727272,53611.11111111111,26833.333333333332,8419.642857142857,4553.571428571428,8437.5,12717.391304347826,11000.0,8450.0,2652.5974025974024,7452.727272727273,4649.174311926606,9351.587301587302,28928.571428571428,15964.516129032258,,13620.608108108108,10828.84173957523,18121.21212121212,10821.282148231488,6621.621621621622,6883.935084443571,12763.157894736842,2016
17,21862.0,66307.69230769231,9531.25,13818.181818181818,4453.125,37500.0,2131.35593220339,9375.0,15279.411764705883,5750.0,9128.57142857143,8629.62962962963,12857.142857142857,4454.545454545455,1944.4444444444443,7709.677419354839,30948.780487804877,10508.474576271186,6604.8387096774195,7996.666666666667,3843.283582089552,17055.555555555555,12070.17543859649,12693.548387096775,32061.224489795917,17365.384615384617,1505.8823529411766,12031.25,19444.444444444445,16781.25,7722.222222222223,33611.11111111111,81944.44444444444,16653.333333333332,16619.718309859156,125000.0,19729.72972972973,144444.44444444444,39571.42857142857,5738.888888888889,4184.782608695652,11555.555555555555,19142.85714285714,14285.714285714286,11250.0,3653.846153846154,5487.5,7102.631578947368,11727.272727272728,16800.0,8925.925925925925,,24824.444444444445,17678.571428571428,20546.875,14090.90909090909,5909.090909090909,10058.823529411764,20076.923076923078,2017
18,17429.375,35416.666666666664,8069.74358974359,14262.4,5040.650406504065,26630.434782608696,2345.1923076923076,10821.42857142857,11586.95652173913,8355.93220338983,9058.823529411764,7818.709677419355,6567.5675675675675,4981.481481481482,1873.873873873874,6575.0,28550.56179775281,4848.484848484848,6202.919708029197,9277.931034482759,6557.575757575758,21071.428571428572,11693.548387096775,9175.29411764706,26610.169491525423,16999.655172413793,1387.598944591029,9707.317073170732,14580.0,17484.848484848484,7023.809523809524,22907.40740740741,60000.0,12586.206896551725,17066.666666666668,74150.0,22105.263157894737,52272.72727272727,26457.14285714286,7039.473684210527,3802.0833333333335,9550.561797752809,11833.333333333334,11444.444444444445,8205.128205128205,3167.7018633540374,8153.448275862069,3983.846153846154,10847.457627118643,12617.64705882353,9933.333333333334,,15124.666666666666,13888.888888888889,20169.014084507042,11759.25925925926,7176.470588235294,8650.602409638554,15588.235294117647,2018
19,21960.0,44075.0,5128.205128205128,8374.285714285714,3902.2988505747126,28913.043478260868,1949.1549295774648,8157.894736842105,15405.405405405405,10500.0,8971.830985915492,13145.0,12750.0,4209.302325581395,1672.2972972972973,10559.25925925926,22033.898305084746,4476.119402985075,6573.529411764706,8200.0,2702.7027027027025,21517.543859649122,11769.23076923077,11764.70588235294,28965.51724137931,18333.333333333332,1610.1190476190477,11666.666666666666,20263.157894736843,22222.222222222223,7619.047619047619,32750.0,72500.0,15660.0,14831.325301204819,64130.434782608696,21690.140845070422,64473.68421052631,20204.545454545456,9016.393442622952,5769.2307692307695,11831.16883116883,11460.176991150442,16750.0,8807.142857142857,2609.8901098901097,10956.521739130434,4826.446280991736,12882.35294117647,15206.896551724138,11315.094339622641,,17035.714285714286,17741.935483870966,18421.052631578947,15545.454545454546,6000.0,10131.578947368422,20535.714285714286,2019
20,65266.36363636364,117777.77777777778,15434.782608695652,58351.42857142857,6516.393442622951,95375.0,2724.4094488188975,26917.5,40687.5,59500.0,30833.333333333332,27272.727272727272,40250.0,8770.0,2150.0,25769.23076923077,52107.142857142855,5205.479452054795,8059.701492537313,22500.0,8301.88679245283,78500.0,22756.756756756757,25400.0,86363.63636363637,79857.14285714286,3351.6483516483518,37557.692307692305,63178.57142857143,81055.55555555556,34409.09090909091,91250.0,58555.555555555555,54468.75,71100.0,141666.66666666666,64666.666666666664,152777.77777777778,101904.76190476191,18088.235294117647,7354.8387096774195,17586.206896551725,19459.45945945946,47500.0,36990.0,6005.494505494506,34705.882352941175,11000.0,27407.40740740741,39615.38461538462,51428.57142857143,,30588.235294117647,56840.90909090909,75000.0,49375.0,17105.263157894737,37500.0,65000.0,2020
21,66380.83333333333,100000.0,21567.567567567567,36625.0,7409.090909090909,83000.0,3233.3333333333335,19375.0,49375.0,19166.666666666668,45028.0,29166.666666666668,36666.666666666664,11375.0,3356.32183908046,22058.823529411766,67111.11111111111,26000.0,10462.037037037036,37500.0,9004.62962962963,62214.28571428572,25000.0,30588.235294117647,147812.5,65500.0,3620.689655172414,41857.142857142855,57222.22222222222,56428.57142857143,30666.666666666668,104587.5,120714.28571428571,37692.307692307695,91222.22222222222,194500.0,85227.27272727272,217500.0,100037.5,20054.054054054053,13317.073170731708,17846.153846153848,18045.454545454544,44000.0,37363.63636363636,8163.291139240507,40000.0,11546.875,38636.36363636364,60924.0,58571.42857142857,,55704.545454545456,60000.0,75000.0,45000.0,17227.272727272728,38571.42857142857,68172.72727272728,2021
22,27673.214285714286,56078.94736842105,9651.162790697674,9284.09090909091,5837.662337662337,27767.85714285714,3640.1098901098903,13586.206896551725,14943.396226415094,15092.105263157895,23088.235294117647,14897.959183673469,14977.777777777777,5211.267605633803,1808.5106382978724,12828.125,44117.64705882353,17512.19512195122,9983.333333333334,11333.333333333334,5930.232558139535,21527.777777777777,14456.140350877193,14054.054054054053,49206.95652173913,18863.636363636364,2947.7611940298507,15972.222222222223,18653.846153846152,17191.011235955055,13733.529411764706,42500.0,60153.846153846156,16034.48275862069,39523.80952380953,74444.44444444444,36379.31034482759,84457.14285714286,48958.333333333336,10402.985074626866,9218.75,11600.0,17840.909090909092,18260.869565217392,8918.60465116279,3966.6666666666665,11403.225806451614,5846.153846153846,20974.358974358973,23076.923076923078,10243.90243902439,,21071.428571428572,25589.285714285714,31631.272727272728,15925.925925925925,7291.666666666667,15070.422535211268,27525.185185185186,2022
