,Private industries,"Agriculture, forestry, fishing, and hunting",Mining,Utilities,Construction,Manufacturing,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,"Finance, insurance, real estate, rental, and leasing",Finance and insurance,Real estate and rental and leasing,Professional and business services,"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and waste management services,"Educational services, health care, and social assistance",Educational services,Health care and social assistance,"Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation",Accommodation and food services,"Other services, except government"
2014,2666896,156805.0,33044,183045.0,96646,169921,66656.0,103265.0,210539.0,290845,150497,59242,607385,101191,506194,257825.0,68187.0,112538.0,77099,286098,7096,279002,95387.0,13066.0,82321,69618
2015,2827672,215227.0,18424,194312.0,117510,197882,73108.0,124774.0,208354.0,301012,162660,53263,618797,112126,506670,265660.0,66138.0,113002.0,86519,295252,7892,287360,105708.0,13352.0,92357,73611
2016,2800513,280989.0,24700,45218.0,128375,199551,79887.0,119663.0,206560.0,313044,168596,44780,611790,114275,497516,281285.0,71585.0,117372.0,92329,312628,8661,303966,108368.0,14568.0,93800,74631
2017,2877259,253219.0,39998,43762.0,140107,209280,90451.0,118829.0,225050.0,323443,186873,40850,616372,112905,503467,299147.0,75321.0,124020.0,99806,307193,8534,298659,113799.0,14307.0,99492,78167
2018,3154706,285497.0,38424,121896.0,155903,212779,93285.0,119494.0,252743.0,342640,209705,42497,666577,124668,541910,305638.0,78478.0,128679.0,98481,317042,7247,309795,121183.0,13923.0,107260,82181
2019,3192607,181793.0,14747,117652.0,183693,215541,92831.0,122711.0,268418.0,361509,257344,47634,664197,122170,542027,321707.0,85998.0,132922.0,102787,341957,8111,333846,131576.0,14291.0,117285,84838
2020,3412675,251168.0,11410,146428.0,179017,202119,85480.0,116640.0,270333.0,447498,277153,43044,688850,133045,555806,342801.0,86461.0,144475.0,111865,367829,13568,354261,108136.0,8739.0,99396,76889
2021,3943250,233477.0,17273,336899.0,192465,218559,97292.0,121267.0,310900.0,532138,320733,45221,730252,142170,588081,373572.0,94478.0,150959.0,128136,405808,16596,389211,137946.0,12089.0,125857,88008
2006,2362532,209210.0,80813,224379.0,144429,146094,53079.0,93015.0,146705.0,292006,88977,28489,424146,56638,367508,215222.0,56561.0,81569.0,77092,231093,8187,222906,62510.0,8562.0,53948,68462
2007,2578034,238504.0,91470,297612.0,148438,143517,,,176794.0,277959,105673,38445,468794,58975,409819,220902.0,55362.0,87318.0,78223,234871,7727,227144,65445.0,10131.0,55313,69610
2008,2919702,491600.0,128904,313410.0,128708,140877,,,189489.0,254830,91450,41367,533615,59372,474242,214180.0,57830.0,87915.0,68435,254650,8545,246105,69595.0,9625.0,59969,67028
2009,3003005,585636.0,90303,304238.0,130645,149481,,,168885.0,244244,91843,43287,569429,72178,497251,220379.0,53813.0,100702.0,65863,269529,7942,261586,69822.0,8086.0,61737,65283
2010,2859923,461100.0,74367,266293.0,134725,152761,,,181110.0,252511,106837,35143,585422,73810,511613,218778.0,54135.0,99275.0,65368,252271,6217,246053,74326.0,8508.0,65818,64276
2011,2746125,408882.0,65445,180431.0,98943,152465,57200.0,95265.0,212990.0,252411,124490,34310,596288,85012,511276,221805.0,57880.0,102221.0,61704,257101,7808,249293,81318.0,9754.0,71564,59245
2012,2655375,,45220,,83249,152755,56767.0,95989.0,,262214,124925,46524,600614,84331,516284,231673.0,63088.0,101887.0,66698,274511,7499,267012,84107.0,11800.0,72307,61310
2013,2815143,371329.0,32240,164198.0,82623,165526,67111.0,98414.0,208083.0,281251,129033,59243,631253,86988,544265,256623.0,65502.0,120953.0,70167,285894,5992,279902,85423.0,12126.0,73297,62424
2001,1639662,170979.0,16688,43220.0,108680,168555,43640.0,124915.0,84623.0,204888,53250,15013,333601,46629,286972,173916.0,,,31273,150130,7987,142143,58655.0,6263.0,52392,57463
2002,2023428,145100.0,15181,382064.0,95940,151676,39676.0,112001.0,103254.0,223673,52525,16099,361919,49702,312217,177776.0,43823.0,100719.0,33234,172133,7981,164152,65693.0,6981.0,58713,60394
2003,2075131,190312.0,22163,327048.0,104890,145211,41410.0,103801.0,102237.0,238518,55375,17730,372052,54683,317368,,47581.0,,47624,180479,10279,170200,,,61062,60433
2004,2174455,195252.0,24958,335303.0,118955,133485,46707.0,86778.0,112809.0,257304,62717,23134,375375,43732,331643,199221.0,52507.0,92275.0,54439,208856,11216,197640,66311.0,6906.0,59404,60776
2005,2131144,129799.0,58524,231511.0,143448,134929,49969.0,84960.0,117030.0,273521,72073,24928,395948,44746,351202,204629.0,52265.0,86301.0,66063,217763,8696,209067,62355.0,7311.0,55044,64687
