,Private industries,"Agriculture, forestry, fishing, and hunting",Mining,Utilities,Construction,Manufacturing,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,"Finance, insurance, real estate, rental, and leasing",Finance and insurance,Real estate and rental and leasing,Professional and business services,"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and waste management services,"Educational services, health care, and social assistance",Educational services,Health care and social assistance,"Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation",Accommodation and food services,"Other services, except government"
2012,238111,2045,1605,,11891,14130,,,2024.0,24266,1938.0,4141.0,89872.0,5753.0,84118.0,8428.0,5631.0,0,2797.0,8237.0,,,,,8510.0,10303
2013,250541,2508,1484,50480.0,15948,19432,17092.0,2340.0,2023.0,23914,1673.0,4578.0,90172.0,5637.0,84536.0,8013.0,5600.0,0,2413.0,9320.0,,,10575.0,1942.0,8633.0,10419
2014,252826,6191,1907,33946.0,16591,20342,17726.0,2616.0,1742.0,23696,2062.0,4392.0,97761.0,6130.0,91631.0,8801.0,6368.0,0,2433.0,12059.0,,,12252.0,,,11084
2015,249007,9895,1520,24758.0,20400,20730,17788.0,2942.0,1792.0,25316,2140.0,4736.0,84738.0,5985.0,78753.0,10071.0,7396.0,0,2675.0,19098.0,,,13235.0,1965.0,11269.0,10578
2016,266830,14706,2289,37414.0,16970,23406,19770.0,3636.0,1773.0,27495,1258.0,4841.0,80133.0,5113.0,75020.0,11193.0,7735.0,0,3458.0,20502.0,,,13769.0,1899.0,11871.0,11081
2017,313675,19703,2828,52970.0,18551,27444,,,1727.0,28727,1734.0,5480.0,94019.0,,,11936.0,8347.0,0,3590.0,21106.0,,,15215.0,1714.0,13502.0,12234
2018,304841,19876,3683,37085.0,18655,31765,,,2276.0,26203,2513.0,6488.0,94393.0,,,12031.0,8207.0,0,3824.0,21678.0,,,14889.0,2004.0,12885.0,13305
2019,311978,23623,3633,,19952,27925,24789.0,3136.0,2300.0,27026,2348.0,6432.0,98910.0,5221.0,93689.0,13100.0,9201.0,0,3899.0,22443.0,,,,,,13672
2020,329147,21489,4346,53980.0,20192,27843,,,1531.0,26907,2804.0,6032.0,101931.0,5055.0,96876.0,14140.0,10140.0,0,4000.0,23682.0,78.0,23604.0,10518.0,1360.0,9158.0,13754
2021,349822,29212,4461,41824.0,18909,38045,34247.0,3799.0,2086.0,28669,3341.0,6551.0,105728.0,,,15715.0,10696.0,0,5019.0,25327.0,81.0,25246.0,14786.0,1687.0,13099.0,15168
2002,175359,3252,1385,,13239,11452,,,3550.0,18306,2186.0,,54893.0,4751.0,50142.0,5814.0,4441.0,0,1373.0,8809.0,,,9890.0,1493.0,8397.0,7646
2003,196797,4626,1271,47279.0,15778,12137,,,,17464,2276.0,3231.0,58279.0,4480.0,53799.0,,4930.0,0,,,132.0,,9383.0,1488.0,7895.0,7438
2004,198593,7049,1943,47854.0,12649,13516,,,,17350,2570.0,2766.0,57822.0,3145.0,54676.0,6683.0,,0,,,168.0,,9963.0,1555.0,8408.0,7472
2005,189593,5515,2175,,10970,14643,,,,16125,2578.0,2748.0,62969.0,3013.0,59956.0,7064.0,5769.0,0,1295.0,13668.0,,,10411.0,1516.0,8895.0,7888
2006,213194,6316,2793,,10561,13359,,,,16274,3062.0,2925.0,58121.0,3811.0,54310.0,7353.0,5964.0,0,1389.0,16058.0,,,11087.0,1605.0,9482.0,8768
2007,205706,4042,2843,,13143,12976,,,,16265,3929.0,3228.0,78223.0,4018.0,74205.0,7560.0,5880.0,0,1680.0,10103.0,,,11445.0,1668.0,9777.0,8217
2008,201712,3983,2004,35617.0,12911,13337,,,891.0,16448,3381.0,3515.0,71573.0,3992.0,67581.0,8133.0,6360.0,0,1772.0,9977.0,,,11972.0,1264.0,10708.0,7971
2009,203790,2217,1661,26393.0,14045,11129,,,1032.0,19089,2592.0,3204.0,84912.0,4078.0,80833.0,8849.0,6470.0,0,2380.0,9762.0,,,10530.0,1354.0,9177.0,8373
2010,237501,1926,1690,36871.0,19525,11441,,,,22419,,3026.0,,4724.0,,9674.0,6539.0,0,3135.0,10128.0,,,9351.0,2147.0,7205.0,9090
2011,248294,1434,1507,,14998,12644,,,2207.0,24440,1701.0,3474.0,95864.0,5686.0,90177.0,9984.0,6780.0,0,3203.0,,,,10713.0,,,8700
2001,149500,4537,1056,,11570,11038,,,2538.0,17635,2176.0,3338.0,46931.0,4236.0,42695.0,,3986.0,0,,8241.0,,,8758.0,1283.0,7475.0,6659
