,Private industries,"Agriculture, forestry, fishing, and hunting",Mining,Utilities,Construction,Manufacturing,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,"Finance, insurance, real estate, rental, and leasing",Finance and insurance,Real estate and rental and leasing,Professional and business services,"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and waste management services,"Educational services, health care, and social assistance",Educational services,Health care and social assistance,"Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation",Accommodation and food services,"Other services, except government"
2014,858647,19680,10656,187195,40116,118483,2751.0,115732.0,16062,65399,6107.0,10898,136169,18301,117868,125776,15983.0,102926.0,6867.0,33703.0,,,65879,5317,60562,22523
2015,887550,17904,9450,183340,43245,126558,3357.0,123201.0,14827,67343,5917.0,12251,137945,19410,118535,134836,16568.0,,,34997.0,2142.0,32856.0,75727,5813,69914,23211
2016,971486,11387,8703,191772,34448,198981,3567.0,195414.0,13897,71026,6228.0,8669,136587,18071,118516,145506,16851.0,,,36399.0,2051.0,34348.0,84766,7424,77342,23115
2017,1030512,10691,13279,198948,31363,227570,3889.0,223682.0,14008,77643,4904.0,6996,152994,17123,135871,148990,17350.0,,,27929.0,,,92615,8705,83909,22581
2018,974167,9465,1882,187914,32820,169436,4043.0,165392.0,14397,76382,4943.0,10001,158086,19399,138687,154813,17279.0,128346.0,9188.0,29004.0,,,100971,9654,91317,24053
2019,1027378,10544,2041,196391,32813,190772,3920.0,186852.0,18331,75041,9628.0,15122,162544,16678,145865,149466,16637.0,,,29998.0,,,109124,10910,98213,25565
2020,974533,12268,3764,195286,32351,158114,4653.0,153461.0,18445,73894,9768.0,12654,164269,17516,146752,163179,20393.0,,,33064.0,,,76091,6159,69932,21386
2021,1071646,25774,3259,215345,32969,162675,4519.0,158157.0,19459,79119,10557.0,13340,167239,18079,149160,175188,23284.0,,,38939.0,2443.0,36496.0,104390,11010,93380,23392
2006,684014,16065,2015,193715,30925,89885,10267.0,79618.0,9842,71320,9969.0,23193,102612,12190,90422,33854,,,11797.0,23533.0,,,53716,3621,50095,23370
2007,692094,12481,1924,177438,33660,92936,5340.0,87596.0,9127,64258,6787.0,30041,126097,12560,113537,34894,,,11819.0,23899.0,,,55985,3047,52937,22566
2008,722109,21164,5463,178761,27047,106055,4043.0,102013.0,9701,60214,8678.0,19887,140675,12910,127765,35636,,,11514.0,25373.0,,,62383,4192,58191,21070
2009,738682,17346,3006,205777,38784,108872,3219.0,105653.0,11019,56968,7529.0,16484,140577,16335,124242,23572,,,10441.0,27187.0,,,60362,4721,55641,21199
2010,752419,21914,7228,212034,44470,84830,2394.0,82437.0,12275,56576,6644.0,17118,151650,16421,135229,24491,,,11202.0,29002.0,2679.0,26323.0,62146,5755,56391,22040
2011,733742,28056,9281,207458,26068,74818,2339.0,72479.0,15720,56854,6947.0,15034,150521,17383,133137,25475,,,10989.0,31305.0,3810.0,27495.0,64314,4562,59752,21890
2012,730606,30625,10388,185770,30463,99973,1622.0,98351.0,17307,58765,6233.0,11593,134909,15862,119046,26298,,,11537.0,32132.0,,,63988,4155,59832,22163
2013,844269,20933,11032,190470,33344,103653,2301.0,101352.0,16649,64690,5721.0,10872,133389,14963,118426,134382,14828.0,,,34380.0,,,63103,4320,58783,21652
2001,525845,16318,19991,128789,16504,52448,11781.0,40666.0,4705,55184,9065.0,11452,91453,11524,79929,25696,,,6980.0,17984.0,1705.0,16278.0,56866,1968,54899,19389
2002,619754,14777,16476,209928,16240,55573,13042.0,42532.0,4833,57392,,10996,104928,14121,90807,24308,11117.0,,,,,,55234,2124,53110,20974
2003,601178,10531,1278,192340,18894,55606,10906.0,44700.0,5509,58999,9763.0,14004,109246,15441,93805,27818,,7791.0,,18174.0,,,57768,2393,55376,21249
2004,631755,10611,1701,200468,23069,61263,,,8050,63798,,13609,104679,10269,94410,28743,11742.0,7986.0,9014.0,,,,62555,4130,58425,21755
2005,639937,12633,1898,180256,25144,70048,11346.0,58701.0,8963,67910,,21056,108806,9426,99379,31723,,,11142.0,,,,57265,4477,52788,22267
