,Private industries,"Agriculture, forestry, fishing, and hunting",Mining,Utilities,Construction,Manufacturing,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,"Finance, insurance, real estate, rental, and leasing",Finance and insurance,Real estate and rental and leasing,Professional and business services,"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and waste management services,"Educational services, health care, and social assistance",Educational services,Health care and social assistance,"Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation",Accommodation and food services,"Other services, except government"
2014,18829225,4836902,500626,719276,602694,711946,185098,526847,1352276,1199390,363715,386634,3445106,533305,2911801,1414330,765519,228390,420421,1335235,172519,1162716,1537415,400209,1137207,423680
2015,19902572,5387595,233776,702417,671222,766059,203578,562481,1569444,1266250,400314,426013,3552142,572654,2979487,1357751,741065,169942,446744,1413201,176944,1236257,1703181,432467,1270714,453207
2016,20055706,5324450,228540,558613,758773,744384,213840,530544,1539664,1300510,411241,346241,3628805,577714,3051091,1457788,763428,192508,501851,1472032,183156,1288876,1813221,476221,1337000,471443
2017,20961692,5516251,331357,480291,799068,759505,227543,531962,1626221,1346783,406332,312990,3886406,606978,3279427,1519548,791415,203783,524349,1573432,193373,1380060,1915823,473186,1442637,487685
2018,22129449,5607729,352329,735249,856841,737595,239828,497766,1690422,1409594,384093,264275,4171173,657040,3514132,1658373,862863,247655,547855,1680802,200809,1479992,2063428,516171,1547257,517548
2019,22843835,5330859,295664,848937,848016,783860,244973,538886,1840528,1444334,362763,316263,4416304,655726,3760578,1772335,906478,278000,587857,1795795,219987,1575808,2247457,569377,1678080,540720
2020,22163224,5311785,228166,884329,794548,751477,245073,506404,2007518,1443849,300617,324570,4616858,651510,3965347,1717580,843286,290726,583568,1801677,201637,1600040,1479799,387530,1092270,500453
2021,24992598,5753555,397777,976176,851942,805927,247980,557947,2508377,1615474,368327,342220,4874207,696586,4177621,1903212,927576,315775,659861,2004639,205641,1798998,2022193,512272,1509921,568572
2006,15103507,3659990,207995,681989,779098,632469,164388,468081,742588,1267492,290362,526073,2628526,538959,2089567,1219390,658885,237976,322529,951068,114146,836922,1102812,222168,880645,413654
2007,15221542,3199534,281501,799854,814356,625012,157670,467341,784479,1214117,311102,542229,2752901,540817,2212084,1250880,702353,221434,327093,994632,120303,874328,1237237,328446,908792,413709
2008,15137939,2802502,412719,786110,628544,622102,155545,466557,846239,1124718,320690,501624,3020381,518116,2502266,1350644,780475,229340,340830,1081518,133815,947702,1231657,288198,943459,408490
2009,15865636,3964555,374477,626388,558247,663455,155109,508346,788215,1053056,290946,416781,3197231,532770,2664461,1306302,733740,232932,339629,1147192,152887,994305,1082664,269952,812713,396126
2010,16000829,3726268,428913,563314,607681,577586,156207,421379,881646,1088931,293677,411351,3394903,515456,2879447,1357984,714615,238307,405062,1171179,157850,1013329,1099252,281880,817371,398145
2011,15549921,3168624,578754,435228,539198,600219,154243,445975,991694,1107468,287928,373432,3348982,514456,2834525,1386821,722472,255400,408948,1195998,154553,1041445,1141930,269237,872693,393645
2012,16587983,3486032,638759,767321,527446,638267,159445,478822,1053673,1126939,298366,360428,3439269,526522,2912747,1341085,689315,209986,441784,1257190,164453,1092738,1258124,295980,962144,395084
2013,18391916,4883687,570970,789164,567006,682044,173601,508443,1194836,1177002,318649,421991,3457498,514569,2942929,1310847,703235,219111,388501,1284036,160569,1123467,1329733,309482,1020251,404452
2001,13180322,3637419,83134,521528,685762,762221,190601,571621,532923,1079900,161578,374985,2311813,471631,1840182,1076455,497601,308534,270321,721162,88604,632558,847010,140089,706921,384433
2002,13869337,3629410,88874,719484,714444,717697,170685,547013,573343,1120811,164727,441377,2490620,513312,1977309,1090526,532080,292697,265749,775377,92068,683309,921188,170203,750985,421458
2003,14397498,3897318,95816,715505,743109,690440,150425,540015,589751,1170882,160062,476319,2553010,564341,1988669,1130676,538398,321878,270400,834608,96531,738077,945522,184675,760847,394480
2004,13338676,2852950,115366,691623,709369,647498,152836,494662,598828,1202634,208035,531087,2463076,425381,2037695,1079871,581373,217688,280810,880794,108275,772519,970306,167587,802718,387239
2005,13650448,2865048,148407,550725,721335,628122,168900,459222,667050,1239270,247452,534590,2619098,463773,2155325,1146227,603339,232088,310800,903978,107720,796257,973794,152282,821512,405353
