,Private industries,"Agriculture, forestry, fishing, and hunting",Mining,Utilities,Construction,Manufacturing,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,"Finance, insurance, real estate, rental, and leasing",Finance and insurance,Real estate and rental and leasing,Professional and business services,"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and waste management services,"Educational services, health care, and social assistance",Educational services,Health care and social assistance,"Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation",Accommodation and food services,"Other services, except government"
2014,22485743,,48806,757641,1488370,3242549,1559751.0,1682798.0,1396277,1797413,,648942,5366280,1000390,4365890,2450078,1395028,368772,686278,2328988,161999,2166989,1229839,314173,915666,730848
2015,24009192,428108.0,38061,769286,1677243,3763879,1648966.0,2114913.0,1412464,1897900,339628.0,733281,5579237,1066846,4512391,2693799,1513783,460653,719364,2538398,170461,2367937,1338591,311726,1026865,799318
2016,24970833,351084.0,31217,790419,1773411,3954916,1773370.0,2181546.0,1327373,1937490,350994.0,787178,5913374,1091680,4821693,2773532,1445778,494072,833682,2743338,193213,2550125,1392332,307781,1084551,844174
2017,25907989,301983.0,41421,801018,1871950,4084179,1790986.0,2293193.0,1250054,2013516,362799.0,766697,6252038,1161621,5090417,2944652,1527360,506799,910493,2884112,210838,2673273,1447361,310784,1136577,886210
2018,27766521,384524.0,55619,818404,2364950,4182367,1934760.0,2247607.0,1293369,2058259,379431.0,857388,6745682,1299466,5446216,3166270,1653460,519920,992891,3030186,213143,2817043,1526289,324599,1201690,903783
2019,28621389,203649.0,45760,770509,2540174,4531373,1996797.0,2534575.0,1350161,2071441,399810.0,759278,6991102,1364261,5626841,3291056,1782564,427161,1081331,3186711,244198,2942514,1574759,330626,1244133,905606
2020,28226093,254821.0,56910,865240,2346115,4800200,2051347.0,2748853.0,1330551,2083843,381090.0,672522,7103510,1463349,5640161,3263900,1750314,434140,1079445,3230994,237518,2993475,1054737,194381,860356,781661
2021,31191000,227159.0,56262,1007351,2470674,5624533,2550190.0,3074343.0,1505149,2314121,447715.0,748532,7388710,1581534,5807176,3632843,1957043,461276,1214524,3378893,197578,3181315,1510936,271843,1239092,878122
2006,17580960,,47156,547243,1759938,2611384,1345551.0,1265833.0,1021341,1691743,,547061,3896074,888876,3007198,2036985,1228805,220485,587695,1634062,119867,1514195,760968,170060,590908,662160
2007,18314918,133970.0,52690,611083,1735239,2611082,1272231.0,1338851.0,1171969,1638432,259587.0,541980,4191462,857030,3334432,2169060,1314407,229757,624896,1743941,129660,1614280,801665,179754,621911,652760
2008,18434721,100218.0,40025,609673,1376655,2658474,,,1181821,1529658,265475.0,549618,4461370,749846,3711524,2350648,1489263,261946,599439,1874604,139061,1735543,821662,189567,632095,614821
2009,18332325,243623.0,29679,677729,1191942,2712550,1229820.0,1482730.0,1028263,1469925,233408.0,486510,4698661,785507,3913155,2199705,1360413,268495,570797,1949225,147640,1801585,801463,199712,601751,609642
2010,19072431,111090.0,22962,694831,1241243,2621054,1276446.0,1344608.0,1116130,1512858,274257.0,536543,5036961,776728,4260233,2441313,1547395,274940,618978,1991006,153734,1837272,830404,212625,617780,641779
2011,19591195,141246.0,24857,724102,1218483,2748848,1478658.0,1270190.0,1247442,1545303,293108.0,569236,5087355,864447,4222908,2412204,1530857,257300,624047,2063332,148004,1915328,878489,237827,640662,637189
2012,20465505,,27302,721529,1211429,2773693,1360967.0,1412726.0,1297156,1618784,,603360,5199233,864130,4335103,2238927,1317437,286819,634671,2177865,159373,2018492,981995,264861,717133,662665
2013,21313413,552841.0,42108,731946,1404099,2972964,1502153.0,1470811.0,1310319,1733844,366127.0,642711,5246474,897956,4348518,2301846,1336091,333310,632446,2231873,146655,2085218,1092798,293271,799526,683464
2001,15068518,146340.0,54706,309635,1348876,2805894,1822417.0,983477.0,533598,1532722,247815.0,468576,3301466,832215,2469251,1812751,896637,408662,507452,1205173,91978,1113195,735173,145064,590109,565793
2002,15907712,137498.0,53553,554715,1391686,2714218,1716184.0,998035.0,539485,1613203,263131.0,538781,3586449,903789,2682659,1746680,942281,304976,499423,1321890,98741,1223150,831225,167973,663252,615198
2003,15915326,63629.0,42562,541095,1435939,2651034,1595450.0,1055584.0,596828,1659031,249136.0,528552,3667129,928476,2738653,1709990,940742,222076,547171,1346102,102395,1243706,832047,151726,680321,592251
2004,16185510,108775.0,46876,541992,1529512,2462819,1424667.0,1038152.0,699786,1662483,249457.0,606562,3640493,823994,2816498,1828172,989348,211139,627685,1448369,112791,1335578,753758,143836,609922,606457
2005,16956384,300993.0,42527,493981,1663002,2492552,1402760.0,1089792.0,876441,1682969,237625.0,558624,3816811,799953,3016858,1915165,1156603,196522,562039,1529657,114680,1414977,714492,149045,565448,631545
