,Private industries,"Agriculture, forestry, fishing, and hunting",Mining,Utilities,Construction,Manufacturing,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,"Finance, insurance, real estate, rental, and leasing",Finance and insurance,Real estate and rental and leasing,Professional and business services,"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and waste management services,"Educational services, health care, and social assistance",Educational services,Health care and social assistance,"Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation",Accommodation and food services,"Other services, except government"
2014,11027412,,5891,28382,1305697,1002532,611286.0,391246.0,696051,975522,,211790,2648948,389178,2259770,1308537,724343,215817,368378,1257793,140307,1117486,613299,136926,476373,361063
2015,11255345,,3610,31657,1009885,1132552,679458.0,453094.0,753507,1049420,,228106,2651071,430083,2220988,1371280,752373,220502,398406,1362409,152929,1209479,695564,148521,547043,381269
2016,11592449,,4683,35073,797162,1234342,696536.0,537805.0,752724,1098291,,218932,2848696,440901,2407795,1441852,737466,243978,460408,1440179,164062,1276116,742678,157973,584705,400205
2017,12021431,,6862,37992,740487,1458660,836966.0,621695.0,742141,1140421,,197524,2904889,451885,2453005,1586546,814900,287654,483992,1511878,169333,1342544,785770,162054,623716,408332
2018,12701302,441790.0,7869,39640,756122,1590833,897042.0,693791.0,784060,1160283,135338.0,216391,3102817,482132,2620685,1641061,869671,292503,478887,1549281,169011,1380270,836948,163958,672990,438871
2019,13984680,301776.0,6940,44567,753110,2114930,1345387.0,769543.0,802192,1139881,140920.0,180789,3359488,489605,2869884,2139240,1185695,467275,486270,1612585,172663,1439921,934386,182145,752240,453876
2020,14079379,289010.0,8151,47879,650509,2841625,2032610.0,809015.0,815626,1077932,139073.0,161901,3453682,511222,2942460,1922915,1040922,394052,487941,1601491,149785,1451706,645622,131434,514188,423964
2021,15785503,280737.0,8186,52406,703870,3565137,2698536.0,866601.0,938056,1197004,170551.0,173246,3625388,552629,3072760,1994064,1020810,413408,559846,1727074,165187,1561888,882240,181190,701050,467544
2006,8233002,,7346,22646,609900,743685,503794.0,239892.0,563016,1021906,,193556,1821871,300063,1521808,1283793,624221,355251,304321,832725,72285,760440,437270,97071,340199,317209
2007,8489645,,8450,20385,532780,725293,507504.0,217789.0,665554,991324,,196436,1951200,294075,1657125,1350548,639917,383980,326651,874657,79401,795256,437824,98863,338960,317510
2008,8639479,294192.0,8354,25884,566755,738075,510205.0,227869.0,591669,928779,106229.0,172977,2152953,260955,1891998,1381124,693147,345822,342156,910483,90101,820382,460076,95827,364248,301929
2009,9077919,,6516,27954,910480,721654,454660.0,266994.0,554252,860459,,150557,2355795,310129,2045666,1277941,630139,317789,330014,994963,102640,892323,422126,92645,329481,295367
2010,10056084,494538.0,5020,28706,1497461,745454,480369.0,265085.0,570603,886542,104259.0,178062,2491301,331772,2159530,1272024,619359,315042,337623,1041466,113926,927540,435768,105851,329918,304879
2011,10117852,,5071,31463,1098358,828139,566777.0,261361.0,623473,871836,,189170,2588018,347173,2240845,1373330,687399,334818,351113,1142020,121199,1020820,454674,98840,355834,305833
2012,10145937,,6831,28706,1087250,928562,624176.0,304386.0,633155,909738,,198297,2496801,345845,2150956,1242537,669970,223397,349170,1164572,130881,1033691,505881,111245,394636,330780
2013,10669549,,6090,29715,1289332,1011145,627589.0,383555.0,654018,957007,,212641,2533318,345426,2187892,1273308,668526,251052,353731,1206040,133620,1072420,549486,119677,429809,334735
2001,7635954,,7894,16213,581380,778713,504512.0,274201.0,372528,972741,,314848,1667804,257807,1409997,1186824,682805,304168,199851,575248,51277,523971,438820,88020,350800,270261
2002,7665131,,10314,16838,610453,746195,,,373053,999437,,320039,1825990,316859,1509131,1066325,573092,307339,185895,625859,53003,572857,464009,95755,368254,292674
2003,7952241,,6674,17497,628061,725716,477511.0,248205.0,381749,995483,,299421,1955626,340337,1615289,1077915,543400,347292,187224,676823,56769,620053,461907,96029,365879,272677
2004,7938392,,7953,18915,707151,804171,551333.0,252839.0,423410,931700,,201023,1822729,264492,1558238,1065783,559994,286700,219089,720409,63392,657017,436767,93529,343238,272068
2005,8096274,,5661,18631,719423,784201,540526.0,243675.0,505560,979141,,193575,1916116,266580,1649535,1077300,563621,274237,239442,752937,64514,688423,413060,93590,319470,293805
