,Private industries,"Agriculture, forestry, fishing, and hunting",Mining,Utilities,Construction,Manufacturing,Durable goods manufacturing,Nondurable goods manufacturing,Wholesale trade,Retail trade,Transportation and warehousing,Information,"Finance, insurance, real estate, rental, and leasing",Finance and insurance,Real estate and rental and leasing,Professional and business services,"Professional, scientific, and technical services",Management of companies and enterprises,Administrative and waste management services,"Educational services, health care, and social assistance",Educational services,Health care and social assistance,"Arts, entertainment, recreation, accommodation, and food services","Arts, entertainment, and recreation",Accommodation and food services,"Other services, except government"
2014,12987379,588041.0,52863.0,2539384,774489,887961,378489.0,509472.0,431953,1059753,132533.0,332956,2893212,427606,2465605,1153460,646539,147663,359258,1042619,50463,992156,756213,86418,669794,341942
2015,13851732,598102.0,34095.0,2831156,854347,912822,395023.0,517799.0,457390,1116981,139972.0,357326,3001966,435578,2566388,1257322,731593,145773,379956,1072798,52167,1020631,851377,96018,755359,366078
2016,14044813,556711.0,29776.0,2901659,988626,889837,390754.0,499082.0,411911,1124270,150678.0,341341,3026615,423721,2602894,1245867,762642,153817,329408,1089494,59112,1030382,903302,96721,806581,384729
2017,14585936,515087.0,40714.0,2823495,1060839,919044,393309.0,525736.0,396618,1173836,154959.0,353813,3289159,449820,2839340,1363099,847879,161634,353586,1149709,61907,1087802,950949,99819,851130,394614
2018,15280914,556498.0,38003.0,3003662,1139481,1038786,431660.0,607125.0,388087,1235333,157374.0,401732,3218961,513451,2705510,1462747,920428,176770,365548,1267965,111118,1156847,984095,108286,875809,388190
2019,15734728,,31335.0,2814309,1227677,1102469,437509.0,664960.0,405176,1287111,,391144,3502041,519105,2982936,1590991,1013626,182059,395307,1361658,116518,1245140,1036155,112307,923848,398026
2020,15447415,,34260.0,2917694,1185492,1046782,408545.0,638236.0,404115,1336132,,376115,3591293,551218,3040075,1494964,926302,183402,385260,1361723,103636,1258087,775512,77763,697749,360316
2021,17124415,385644.0,,3376061,1290427,1160681,436582.0,724098.0,452117,1505986,,413209,3727022,586086,3140936,1619764,980909,191210,447645,1495170,109699,1385471,1060701,110716,949985,396116
2006,10087027,344224.0,55471.0,1802731,931436,932308,287310.0,644998.0,301079,925402,117581.0,207840,2023713,320633,1703081,860632,502144,113633,244855,705710,27277,678433,545714,77116,468598,333184
2007,10280862,317337.0,61980.0,1938798,852627,786444,306717.0,479727.0,336533,893974,105655.0,209646,2164526,327296,1837230,948956,530979,133611,284366,760951,31797,729154,569197,89016,480180,334238
2008,9931677,170005.0,64452.0,1827769,678534,622599,,,352034,844275,118827.0,191639,2385498,303349,2082149,975714,587742,105632,282340,825857,31393,794464,556567,86868,469699,317905
2009,10231454,299727.0,53834.0,2011541,613033,626519,,,310541,831213,100176.0,170678,2517861,326474,2191387,979131,597027,121824,260279,863093,34091,829003,535779,81908,453871,318329
2010,10916163,,98088.0,2249857,627591,646703,302994.0,343709.0,348565,893181,,180801,2560291,340012,2220280,1004068,575324,126085,302659,912919,35388,877530,541976,77514,464462,323933
2011,11278451,,50035.0,2365961,628173,700408,338869.0,361539.0,391023,934485,,212261,2593723,372754,2220969,1040672,591942,135494,313236,966307,39503,926804,561295,80511,480784,318804
2012,11706945,,49016.0,2242034,643227,824502,363949.0,460553.0,394796,983966,,262804,2602036,392338,2209698,1047154,577042,137247,332865,978819,40017,938802,608404,74196,534208,319134
2013,12438876,,49517.0,2437409,725485,877489,397993.0,479496.0,405695,1037426,,324091,2708945,389802,2319143,1082712,586659,161160,334893,1031760,44500,987261,669181,77236,591945,319950
2001,7114456,353038.0,14260.0,1040138,606043,622185,280974.0,341210.0,160870,742891,87350.0,151170,1487786,252783,1235003,657541,344662,137658,175220,511743,24980,486763,414345,47023,367322,265096
2002,7982386,320927.0,17587.0,1533023,649548,561736,287773.0,273962.0,166378,792991,91962.0,149947,1700463,303907,1396556,682318,375320,124293,182705,552317,26460,525856,474763,53329,421434,288428
2003,8416689,319336.0,22741.0,1616846,688144,623359,291001.0,332358.0,182583,833525,96531.0,154876,1794139,333437,1460703,723642,403587,118690,201366,582986,28513,554474,499173,62614,436559,278806
2004,8762310,287289.0,29816.0,1504448,789259,686138,282443.0,403695.0,217385,863676,102878.0,184116,1841181,267769,1573412,787826,443681,122737,221408,628156,29874,598282,546729,68754,477975,293412
2005,9480972,291297.0,41184.0,1576489,839800,931448,275108.0,656340.0,259451,886370,118856.0,207572,2006242,278856,1727387,802885,462331,119303,221251,667409,25137,642272,540620,72604,468016,311350
